Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1ud6SDvC5yfDgeoHEtc5ev,"Otherworld","Otherworld","Ciel",2026-01-18,140800,55,false,,2026-03-19T15:17:59Z,"","Chill Palm",0.639,0.149,11,-21.684,0,0.0454,0.988,0.879,0.119,0.109,74.97,4
spotify:track:1QAOifJ9n3az1hIf8K3Gzh,"Autumn","Autumn","Altered Echoes",2025-10-24,138007,56,false,,2026-03-19T15:17:59Z,"","Altered Echoes",0.492,0.218,7,-20.028,1,0.0282,0.958,0.935,0.0947,0.179,75.038,3
spotify:track:2gSg4P9f2UW8MQNyUHJuUh,"Andromeda","Andromeda","Solar Collective",2025-10-10,134525,56,false,,2026-03-19T15:17:59Z,"","Solar Collective",0.329,0.0855,8,-26.001,0,0.0307,0.935,0.838,0.0886,0.164,75.689,1
spotify:track:2M3rMBjHYr5ilKn9znyfMd,"Startrail","Startrail","Owen Bloom",2025-10-24,127637,56,false,,2026-03-19T15:17:59Z,"","Overtone Studios",0.293,0.0585,7,-29.016,1,0.0334,0.981,0.94,0.0854,0.113,137.12,4
spotify:track:5EeQp151LyR5r9ZORe5oEy,"Driftwood","Driftwood","Halcyon",2026-01-09,145982,52,false,,2026-03-19T15:17:59Z,"","Halcyon",0.489,0.127,4,-25.655,0,0.0324,0.982,0.943,0.112,0.135,72.899,4
spotify:track:4eeuYnDJ5XlzgVYs2FGhbl,"Endless Radiance","Endless Radiance","Laurent Emmmerling",2025-11-28,151424,57,false,,2026-03-19T15:17:59Z,"","Laurent Emmmerling",0.398,0.0648,1,-28.155,1,0.0263,0.972,0.849,0.172,0.0393,147.951,5
spotify:track:0TJqC7lwtlua6pLN9FgF0L,"Liquid Light","Liquid Light","Seijaku",2025-11-28,151567,56,false,,2026-03-19T15:17:59Z,"","Overtone Studios",0.521,0.0158,5,-25.754,1,0.0338,0.986,0.882,0.105,0.331,66.995,4
spotify:track:2PO5LrGt9ASfsPluDQ58PT,"Connect the Dots","Connect the Dots","Novienne",2025-11-28,141530,56,false,,2026-03-19T15:17:59Z,"","Novienne",0.584,0.0535,4,-26.595,0,0.0469,0.857,0.872,0.109,0.0462,75.03,4
spotify:track:7iY4QyIzgk0C1UWGQeAGWG,"Fool Me Twice","Fool Me Twice","Foster Zeta",2025-08-01,136262,57,false,,2026-03-19T15:17:59Z,"","Foster Zeta",0.278,0.0264,9,-31.559,0,0.0304,0.993,0.964,0.102,0.264,72.797,4
spotify:track:4hLmBBk9FwwNZRbBmWGSrV,"Still Familiar","Still Familiar","Amber Sky",2026-01-09,160931,52,false,,2026-03-19T15:17:59Z,"","Amber Sky",0.611,0.0302,3,-28.264,1,0.0355,0.985,0.883,0.116,0.0772,73.013,4
